id,U[m/s],SigmaU[m/s],Alpha,Hs[m],Tp[s],Density[kg/m3],Yaw[deg],Ch 8 Electrical power [W] Mean,Ch 17 Tower base moment Mx[kNm] SeqM3,Ch 18 Tower base moment My[kNm] SeqM3,Ch 19 Tower base moment Mz[kNm] SeqM3,Ch 23 Tower top moment Mx[kNm] SeqM3,Ch 24 Tower top moment My[kNm] SeqM3,Ch 25 Tower top moment Mz[kNm] SeqM3,Ch 27 Blade1 root moment Mx[kNm] SeqM10,Ch 28 Blade1 root moment My[kNm] SeqM10,Ch 29 Blade1 root moment Mz[kNm] SeqM10,Ch 30 Blade2 root moment Mx[kNm] SeqM10,Ch 31 Blade2 root moment My[kNm] SeqM10,Ch 32 Blade2 root moment Mz[kNm] SeqM10,Ch 33 Blade3 root moment Mx[kNm] SeqM10,Ch 34 Blade3 root moment My[kNm] SeqM10,Ch 35 Blade3 root moment Mz[kNm] SeqM10
984,5.519947104,0.913126984,0.271193376,2.255163094,9.23859332,1.259317756,12.11174583,2.31E+06,9.94E+04,3.65E+04,3.52E+04,3.68E+04,4.08E+03,3.46E+04,1.77E+04,5.43E+04,5.37E+02,1.80E+04,5.42E+04,5.33E+02,1.72E+04,5.43E+04,5.36E+02
985,11.56064869,1.72686281,0.023789334,3.195132724,9.702359382,1.272842526,13.87645149,1.49E+07,1.88E+05,8.71E+04,9.78E+04,9.29E+04,1.37E+04,9.78E+04,4.24E+04,5.93E+04,1.15E+03,3.75E+04,5.93E+04,1.14E+03,3.51E+04,5.89E+04,1.14E+03
986,8.477925352,1.594563294,0.043448281,3.343832593,10.88431294,1.291306376,-14.25503731,7.95E+06,1.39E+05,5.70E+04,6.41E+04,7.58E+04,7.54E+03,6.26E+04,2.54E+04,5.50E+04,9.45E+02,2.40E+04,5.50E+04,9.55E+02,2.50E+04,5.49E+04,9.56E+02
987,16.0760632,2.090125615,0.158825696,1.570124511,6.783935012,1.332885027,-12.49033165,1.50E+07,2.02E+05,1.31E+05,1.07E+05,1.20E+05,1.46E+04,1.04E+05,5.90E+04,6.27E+04,8.91E+02,5.92E+04,6.21E+04,8.68E+02,5.73E+04,6.23E+04,8.81E+02
988,7.035314545,1.302721703,0.164643617,1.451725367,9.596364855,1.150214553,-10.72562599,4.24E+06,1.45E+05,5.60E+04,4.77E+04,5.89E+04,6.02E+03,4.69E+04,2.45E+04,5.44E+04,6.54E+02,2.07E+04,5.42E+04,6.41E+02,2.54E+04,5.43E+04,6.49E+02
989,13.46557824,2.241813071,0.242965328,2.46247379,10.64558216,1.171937466,-8.960920334,1.50E+07,1.96E+05,1.31E+05,1.09E+05,1.22E+05,1.49E+04,1.05E+05,5.39E+04,6.20E+04,1.04E+03,5.40E+04,6.20E+04,1.03E+03,5.15E+04,6.15E+04,1.06E+03
990,9.952353355,1.310507616,0.012417989,2.434248819,5.934267502,1.186594486,-7.196213722,1.19E+07,1.49E+05,5.26E+04,6.08E+04,6.91E+04,8.48E+03,5.89E+04,2.56E+04,5.67E+04,1.11E+03,3.00E+04,5.65E+04,1.10E+03,2.59E+04,5.66E+04,1.10E+03
991,22.05349424,2.796422556,0.167427223,3.957575118,7.054949575,1.198511243,-5.431508064,1.50E+07,2.44E+05,2.04E+05,1.33E+05,1.40E+05,1.77E+04,1.29E+05,7.32E+04,6.45E+04,9.50E+02,7.16E+04,6.36E+04,9.53E+02,6.90E+04,6.39E+04,1.00E+03
992,4.458510537,1.113751685,0.074859155,2.554804464,8.526468593,1.20907557,-3.666802406,1.23E+06,1.26E+05,3.45E+04,3.99E+04,4.58E+04,4.77E+03,3.95E+04,1.76E+04,5.41E+04,4.73E+02,1.75E+04,5.39E+04,4.74E+02,1.52E+04,5.40E+04,4.68E+02
993,10.53323747,1.462823136,0.184892532,3.622044182,9.251288139,1.218966961,-1.902096748,1.29E+07,1.24E+05,5.17E+04,6.44E+04,7.45E+04,9.19E+03,6.24E+04,3.25E+04,5.85E+04,1.10E+03,3.24E+04,5.85E+04,1.12E+03,3.16E+04,5.85E+04,1.11E+03
994,7.578517748,1.323387472,0.314666265,1.0138931,6.33075878,1.228625655,-0.13739109,5.72E+06,1.34E+05,6.27E+04,5.95E+04,6.44E+04,7.29E+03,5.85E+04,2.94E+04,5.56E+04,7.58E+02,3.05E+04,5.58E+04,7.57E+02,2.99E+04,5.58E+04,7.54E+02
995,14.32125653,2.241910712,0.08634126,2.213638889,7.43305003,1.238422871,1.627317429,1.50E+07,2.03E+05,1.20E+05,1.16E+05,1.20E+05,1.56E+04,1.13E+05,4.23E+04,6.13E+04,1.00E+03,4.31E+04,6.11E+04,9.83E+02,4.44E+04,6.05E+04,1.01E+03
996,6.105367318,1.05965051,0.027808869,1.777347889,8.871716638,1.248769999,3.392023087,3.27E+06,1.14E+05,4.18E+04,4.23E+04,4.20E+04,5.25E+03,4.15E+04,1.50E+04,5.36E+04,5.82E+02,1.47E+04,5.37E+04,5.85E+02,1.49E+04,5.37E+04,5.79E+02
997,12.22731773,1.871806428,0.152095961,2.707430075,9.375283309,1.260262489,5.156728745,1.50E+07,2.12E+05,9.32E+04,9.45E+04,1.01E+05,1.39E+04,9.14E+04,4.18E+04,5.96E+04,1.12E+03,4.21E+04,5.95E+04,1.10E+03,4.38E+04,5.97E+04,1.12E+03
998,9.022112851,1.861812487,0.197094117,2.698675768,10.53398808,1.274028063,6.921434402,9.92E+06,1.59E+05,6.69E+04,7.99E+04,9.50E+04,1.05E+04,7.73E+04,3.88E+04,5.99E+04,1.07E+03,4.92E+04,6.01E+04,1.08E+03,4.92E+04,6.00E+04,1.05E+03
999,17.49598122,1.969963372,0.313234989,3.886222211,10.9082464,1.293137193,8.68614006,1.50E+07,1.77E+05,1.39E+05,1.01E+05,1.08E+05,1.48E+04,9.79E+04,5.80E+04,6.04E+04,8.34E+02,5.85E+04,6.17E+04,8.06E+02,5.72E+04,6.11E+04,7.90E+02
1000,5.317876359,1.000709052,-0.423773032,3.257174235,13.82545213,1.342162132,10.45084572,2.88E+06,1.47E+05,4.12E+04,4.41E+04,4.72E+04,4.87E+03,4.34E+04,2.94E+04,5.26E+04,5.94E+02,2.89E+04,5.26E+04,5.88E+02,2.97E+04,5.25E+04,5.92E+02
1001,11.3478271,1.806205282,0.053187885,1.450028407,4.520641982,1.152411103,12.21555328,1.35E+07,1.55E+05,8.02E+04,8.14E+04,8.04E+04,1.11E+04,8.04E+04,2.89E+04,5.86E+04,1.09E+03,3.14E+04,5.84E+04,1.07E+03,2.76E+04,5.87E+04,1.08E+03
1002,8.297762117,1.184635634,0.06926926,1.689758936,6.204062957,1.173222303,13.98025894,6.66E+06,1.17E+05,4.71E+04,5.48E+04,4.98E+04,7.34E+03,5.37E+04,2.33E+04,5.62E+04,7.73E+02,2.16E+04,5.65E+04,7.81E+02,2.24E+04,5.64E+04,7.76E+02
1003,15.67905667,2.149386253,0.17120968,2.780870519,7.011932176,1.187583089,-14.15123177,1.50E+07,2.15E+05,1.15E+05,1.02E+05,1.17E+05,1.41E+04,9.90E+04,5.41E+04,6.14E+04,9.19E+02,5.47E+04,6.09E+04,9.64E+02,5.29E+04,6.12E+04,9.68E+02
1004,6.852439498,1.403290747,0.206875684,2.210135682,8.170746543,1.199360847,-12.38652515,4.14E+06,1.71E+05,5.48E+04,5.03E+04,5.94E+04,6.99E+03,4.94E+04,2.11E+04,5.48E+04,6.48E+02,2.06E+04,5.49E+04,6.54E+02,2.15E+04,5.51E+04,6.63E+02
1005,13.20191975,1.773627279,0.01074713,3.162787726,8.686709401,1.209853888,-10.6218195,1.50E+07,1.86E+05,1.01E+05,8.65E+04,1.02E+05,1.24E+04,8.35E+04,3.53E+04,5.90E+04,9.90E+02,3.66E+04,5.85E+04,9.78E+02,3.48E+04,5.87E+04,1.00E+03
1006,9.763086237,1.579341725,0.041850639,3.186133688,9.695744523,1.21971333,-8.857113838,1.12E+07,1.60E+05,5.99E+04,7.89E+04,9.32E+04,1.03E+04,7.64E+04,2.80E+04,5.78E+04,1.11E+03,2.96E+04,5.77E+04,1.09E+03,2.99E+04,5.78E+04,1.10E+03
1007,20.60608429,2.954530349,0.171554523,4.773678133,10.05000554,1.22936964,-7.09240818,1.50E+07,2.74E+05,1.93E+05,1.37E+05,1.56E+05,1.82E+04,1.33E+05,7.18E+04,6.51E+04,9.48E+02,7.64E+04,6.51E+04,9.32E+02,7.26E+04,6.50E+04,9.25E+02
1008,4.899972521,0.759538086,0.127807427,0.983004541,8.177615034,1.23919332,-5.327702522,1.61E+06,8.73E+04,2.32E+04,2.89E+04,2.89E+04,3.11E+03,2.85E+04,1.16E+04,5.37E+04,4.56E+02,1.11E+04,5.37E+04,4.62E+02,1.16E+04,5.38E+04,4.61E+02
1009,10.93385896,1.612740559,0.215381344,2.00232787,9.076945636,1.249603748,-3.562995911,1.45E+07,1.58E+05,7.04E+04,8.74E+04,9.55E+04,1.19E+04,8.52E+04,4.01E+04,5.89E+04,1.19E+03,3.93E+04,5.94E+04,1.19E+03,4.10E+04,5.94E+04,1.18E+03
1010,7.938220121,1.467657734,-0.078454657,2.052480615,10.57725196,1.261219978,-1.798290253,7.14E+06,1.42E+05,5.36E+04,6.15E+04,7.00E+04,1.02E+04,5.99E+04,2.71E+04,5.53E+04,8.85E+02,2.72E+04,5.54E+04,8.86E+02,2.77E+04,5.54E+04,8.87E+02
1011,14.96136258,1.910588022,0.112137179,3.070417635,11.46702616,1.275241971,-0.033584595,1.50E+07,1.81E+05,1.42E+05,1.05E+05,1.12E+05,1.56E+04,1.01E+05,4.38E+04,6.01E+04,8.81E+02,4.27E+04,6.00E+04,9.03E+02,4.06E+04,6.04E+04,8.77E+02
1012,6.482567509,1.195042441,0.070727249,2.541038925,6.835656743,1.29506433,1.731122971,4.03E+06,1.33E+05,5.22E+04,4.67E+04,4.92E+04,5.88E+03,4.65E+04,2.17E+04,5.50E+04,6.40E+02,1.78E+04,5.54E+04,6.40E+02,2.19E+04,5.51E+04,6.44E+02
1013,12.70025613,2.049529986,0.173619845,3.532068142,7.964881099,1.359181881,3.495828629,1.50E+07,2.17E+05,1.31E+05,1.08E+05,1.22E+05,1.57E+04,1.04E+05,4.59E+04,6.17E+04,1.02E+03,4.44E+04,6.10E+04,1.05E+03,4.96E+04,6.16E+04,1.03E+03
1014,9.389778594,1.393205648,0.236989352,3.890829013,9.361510505,1.086077809,5.260534286,8.90E+06,1.34E+05,4.95E+04,6.16E+04,6.36E+04,7.67E+03,6.03E+04,3.08E+04,5.77E+04,9.04E+02,3.07E+04,5.76E+04,9.00E+02,2.78E+04,5.75E+04,9.01E+02
1015,18.76261998,2.547851293,0.108724615,2.336887991,6.20094275,1.154629946,7.025239944,1.50E+07,2.16E+05,1.62E+05,1.23E+05,1.37E+05,1.74E+04,1.19E+05,4.88E+04,6.29E+04,9.00E+02,4.87E+04,6.28E+04,9.04E+02,4.93E+04,6.30E+04,9.54E+02
1016,5.718232094,1.457697105,-0.013853221,1.546259654,7.84891214,1.174568772,8.789945602,2.59E+06,1.72E+05,5.10E+04,5.22E+04,5.99E+04,6.48E+03,5.13E+04,2.33E+04,5.39E+04,5.81E+02,2.38E+04,5.40E+04,5.75E+02,2.33E+04,5.40E+04,5.78E+02
1017,11.77787513,1.514072507,0.134377315,2.483256022,8.423856322,1.188631654,10.55465126,1.49E+07,1.63E+05,6.90E+04,7.53E+04,8.02E+04,1.12E+04,7.26E+04,3.40E+04,5.87E+04,1.11E+03,3.30E+04,5.85E+04,1.10E+03,3.22E+04,5.88E+04,1.09E+03
1018,8.658587035,1.390264679,0.171030782,2.480816016,9.440465248,1.200267434,12.31935692,7.79E+06,1.21E+05,5.22E+04,6.09E+04,6.11E+04,8.05E+03,5.94E+04,2.66E+04,5.69E+04,8.72E+02,2.62E+04,5.62E+04,8.70E+02,3.27E+04,5.64E+04,8.73E+02
1019,16.50559193,2.395236127,0.245991726,3.586142825,9.791382917,1.210687876,14.08406258,1.50E+07,2.03E+05,1.34E+05,1.22E+05,1.24E+05,1.75E+04,1.17E+05,5.62E+04,6.16E+04,9.64E+02,5.42E+04,6.16E+04,9.29E+02,5.33E+04,6.25E+04,9.18E+02
1020,7.217139494,1.122503391,-0.048976962,3.072539824,11.49320308,1.220515847,-14.04742527,4.90E+06,1.34E+05,4.35E+04,4.15E+04,4.37E+04,5.57E+03,4.08E+04,2.16E+04,5.33E+04,6.86E+02,2.06E+04,5.34E+04,6.90E+02,2.11E+04,5.34E+04,6.92E+02
1021,13.73915407,1.980982324,0.117485356,4.48583195,12.41414744,1.230171919,-12.28271961,1.50E+07,1.97E+05,1.10E+05,9.12E+04,1.11E+05,1.23E+04,8.66E+04,4.80E+04,6.02E+04,9.82E+02,4.14E+04,6.01E+04,9.71E+02,4.45E+04,6.06E+04,1.00E+03
1022,10.14364756,1.815117797,0.132046729,1.608148094,10.38676639,1.240026832,-10.518013,1.24E+07,1.76E+05,7.09E+04,9.39E+04,1.14E+05,1.26E+04,9.45E+04,4.42E+04,5.80E+04,1.20E+03,3.75E+04,5.78E+04,1.18E+03,3.75E+04,5.77E+04,1.20E+03
1023,24.71899462,3.026210991,0.223509824,3.477594141,5.62537109,1.250509262,-8.753307343,1.50E+07,3.03E+05,2.52E+05,1.46E+05,1.68E+05,2.00E+04,1.41E+05,8.55E+04,6.47E+04,1.20E+03,8.70E+04,6.43E+04,1.20E+03,8.57E+04,6.49E+04,1.20E+03
1024,4.007695742,1.006002754,0.486659001,1.746805849,7.157541801,1.262266159,-6.988601685,9.19E+05,1.28E+05,3.14E+04,3.63E+04,3.82E+04,4.37E+03,3.57E+04,1.87E+04,5.43E+04,4.19E+02,1.93E+04,5.42E+04,4.20E+02,1.92E+04,5.42E+04,4.17E+02
1025,10.16169309,2.025664154,-0.102688458,2.676560753,7.859499801,1.276583195,-5.223895073,1.25E+07,2.11E+05,7.84E+04,9.26E+04,1.03E+05,1.26E+04,9.02E+04,3.30E+04,5.70E+04,1.16E+03,3.51E+04,5.69E+04,1.17E+03,3.93E+04,5.72E+04,1.17E+03
1026,7.234140062,0.953685472,-0.023848942,2.716561846,8.839174944,1.297263145,-3.459189415,5.48E+06,1.08E+05,3.50E+04,3.72E+04,4.33E+04,4.48E+03,3.63E+04,1.48E+04,5.39E+04,7.14E+02,1.57E+04,5.39E+04,7.11E+02,1.55E+04,5.40E+04,7.09E+02
1027,13.76535384,1.899122833,0.126801871,3.767456776,9.390184707,1.105982661,-1.694483757,1.50E+07,1.80E+05,9.89E+04,8.56E+04,9.44E+04,1.24E+04,8.25E+04,3.69E+04,5.91E+04,9.78E+02,3.64E+04,5.91E+04,9.97E+02,3.79E+04,5.96E+04,1.01E+03
1028,5.736645578,1.218899727,0.115834456,4.574778889,11.89717905,1.156572938,0.070221901,2.59E+06,1.42E+05,4.44E+04,4.45E+04,4.68E+04,5.59E+03,4.39E+04,2.05E+04,5.43E+04,5.40E+02,2.10E+04,5.44E+04,5.33E+02,1.66E+04,5.43E+04,5.41E+02
1029,11.79848169,1.560454697,0.204568481,0.463647874,3.940959392,1.175787091,1.83493042,1.49E+07,1.41E+05,6.61E+04,7.00E+04,8.27E+04,1.06E+04,6.74E+04,3.52E+04,5.97E+04,1.08E+03,3.52E+04,5.97E+04,1.07E+03,3.64E+04,5.96E+04,1.09E+03
1030,8.675555731,1.415789094,-0.084068052,1.483650827,8.273216362,1.189591169,3.599636078,8.90E+06,1.10E+05,5.79E+04,6.59E+04,6.91E+04,8.50E+03,6.42E+04,2.36E+04,5.52E+04,9.51E+02,2.34E+04,5.53E+04,9.59E+02,2.38E+04,5.53E+04,9.46E+02
1031,16.54778296,2.434479459,0.11878144,2.67438892,8.997871456,1.201102138,5.364341736,1.50E+07,2.17E+05,1.45E+05,1.21E+05,1.30E+05,1.78E+04,1.17E+05,4.92E+04,6.20E+04,9.48E+02,5.14E+04,6.19E+04,9.71E+02,5.44E+04,6.30E+04,9.72E+02
1032,4.920032953,0.908975556,0.028272366,1.845963009,11.21527448,1.211458921,7.129047394,1.71E+06,9.65E+04,3.09E+04,3.85E+04,3.58E+04,4.03E+03,3.82E+04,1.39E+04,5.41E+04,4.67E+02,1.41E+04,5.41E+04,4.71E+02,1.42E+04,5.41E+04,4.73E+02
1033,10.95294673,1.711446406,0.158587486,2.76334389,12.37844966,1.221259952,8.893753052,1.43E+07,1.78E+05,7.67E+04,8.47E+04,8.74E+04,1.21E+04,8.18E+04,3.82E+04,6.04E+04,1.16E+03,3.74E+04,6.08E+04,1.16E+03,3.80E+04,6.03E+04,1.15E+03
1034,7.955066024,1.646638819,0.226475114,2.796107652,7.152239867,1.230918169,10.65845871,6.68E+06,1.60E+05,6.91E+04,6.62E+04,7.52E+04,8.61E+03,6.47E+04,3.48E+04,5.65E+04,8.63E+02,3.50E+04,5.65E+04,8.74E+02,3.48E+04,5.68E+04,8.65E+02
1035,14.99308461,1.820210407,0.062108232,3.89724286,8.157297138,1.240804553,12.42316437,1.50E+07,1.68E+05,9.24E+04,9.28E+04,1.01E+05,1.33E+04,8.95E+04,3.82E+04,5.98E+04,8.98E+02,3.89E+04,5.97E+04,9.24E+02,3.66E+04,5.91E+04,9.16E+02
1036,6.500050536,1.149774993,-0.007017432,0.649236292,5.169879585,1.251357555,14.18787003,3.76E+06,1.31E+05,4.92E+04,4.71E+04,4.46E+04,6.14E+03,4.63E+04,1.73E+04,5.39E+04,6.27E+02,1.71E+04,5.37E+04,6.27E+02,1.71E+04,5.38E+04,6.21E+02
1037,12.72308452,1.980896717,0.134465258,1.936304912,6.739267877,1.263252497,-13.94361877,1.50E+07,2.18E+05,1.22E+05,1.04E+05,1.19E+05,1.40E+04,1.01E+05,4.58E+04,6.14E+04,1.09E+03,4.52E+04,6.12E+04,1.09E+03,4.51E+04,6.14E+04,1.09E+03
1038,9.407139122,1.336556225,0.162901469,2.017564453,7.892535383,1.277862668,-12.17891312,1.06E+07,1.63E+05,6.33E+04,6.75E+04,7.66E+04,1.09E+04,6.57E+04,3.34E+04,5.78E+04,1.07E+03,3.43E+04,5.75E+04,1.07E+03,2.75E+04,5.76E+04,1.07E+03
1039,18.83229705,2.5056883,0.236349638,3.289350368,8.307492527,1.299438119,-10.41420746,1.50E+07,2.39E+05,1.72E+05,1.28E+05,1.44E+05,1.67E+04,1.24E+05,7.28E+04,6.49E+04,8.98E+02,7.41E+04,6.53E+04,9.05E+02,7.36E+04,6.39E+04,9.25E+02
1040,4.479844774,1.194007738,-0.204206235,2.158091059,9.960128428,1.115914345,-8.649501801,1.13E+06,1.39E+05,3.60E+04,4.44E+04,4.60E+04,5.02E+03,4.38E+04,2.02E+04,5.38E+04,4.47E+02,2.35E+04,5.38E+04,4.52E+02,2.35E+04,5.38E+04,4.56E+02
1041,10.55175328,1.522245436,0.078477646,3.10420898,10.41125077,1.158417702,-6.884796143,1.31E+07,1.47E+05,6.10E+04,7.36E+04,8.79E+04,9.95E+03,7.12E+04,2.96E+04,5.85E+04,1.13E+03,2.70E+04,5.84E+04,1.14E+03,3.06E+04,5.85E+04,1.15E+03
1042,7.595404256,1.375087105,0.101366626,3.276204096,11.76350976,1.176976919,-5.120089531,5.52E+06,1.51E+05,4.76E+04,5.41E+04,5.83E+04,7.06E+03,5.30E+04,2.24E+04,5.57E+04,7.29E+02,2.23E+04,5.56E+04,7.24E+02,2.14E+04,5.61E+04,7.22E+02
1043,14.34984147,2.381711032,0.189773742,1.454559635,7.753695788,1.19053781,-3.355383873,1.50E+07,2.26E+05,1.18E+05,1.22E+05,1.39E+05,1.70E+04,1.18E+05,5.45E+04,6.24E+04,9.79E+02,5.28E+04,6.24E+04,1.01E+03,5.89E+04,6.22E+04,1.01E+03
1044,6.123248281,0.937756398,0.316340512,1.375796841,11.66832919,1.201930285,-1.590678215,3.14E+06,8.74E+04,3.25E+04,3.29E+04,3.81E+04,3.71E+03,3.23E+04,1.87E+04,5.50E+04,5.48E+02,1.84E+04,5.48E+04,5.45E+02,1.75E+04,5.49E+04,5.48E+02
1045,12.24892479,1.775621433,0.05558141,2.349355851,6.059563604,1.212226629,0.174028397,1.50E+07,1.77E+05,8.50E+04,8.42E+04,1.03E+05,1.16E+04,8.11E+04,3.70E+04,5.88E+04,1.05E+03,3.61E+04,5.88E+04,1.04E+03,3.73E+04,5.89E+04,1.05E+03
1046,9.039243141,1.616532583,0.069939056,2.349520593,7.218725652,1.222003341,1.938735962,9.13E+06,1.60E+05,6.48E+04,7.24E+04,7.83E+04,9.74E+03,7.04E+04,3.09E+04,5.81E+04,9.73E+02,3.16E+04,5.83E+04,9.71E+02,2.98E+04,5.84E+04,9.61E+02
1047,17.54791958,2.215416539,0.174618301,3.513816735,7.81533234,1.231665611,3.703439713,1.50E+07,2.16E+05,1.32E+05,1.22E+05,1.31E+05,1.59E+04,1.18E+05,5.14E+04,6.21E+04,8.49E+02,5.21E+04,6.19E+04,9.13E+02,5.50E+04,6.17E+04,8.59E+02
1048,5.336996231,1.097087606,0.199741702,2.6492594,9.167838213,1.241586089,5.468147278,2.00E+06,1.29E+05,3.79E+04,4.33E+04,4.61E+04,5.16E+03,4.26E+04,1.92E+04,5.39E+04,5.16E+02,1.85E+04,5.39E+04,5.16E+02,1.87E+04,5.39E+04,5.20E+02
1049,11.36760195,1.956739231,0.295579717,3.714698203,9.790527785,1.252213717,7.232852936,1.37E+07,1.83E+05,7.21E+04,8.87E+04,8.41E+04,1.27E+04,8.57E+04,4.34E+04,6.03E+04,1.11E+03,4.17E+04,6.03E+04,1.08E+03,4.29E+04,6.03E+04,1.11E+03
1050,8.314636268,1.305504469,-0.145900283,1.093885174,6.818493182,1.264253974,8.997558594,8.08E+06,1.35E+05,5.32E+04,6.03E+04,6.55E+04,7.52E+03,5.65E+04,3.41E+04,5.48E+04,9.28E+02,2.67E+04,5.47E+04,9.15E+02,2.72E+04,5.49E+04,9.27E+02
1051,15.71505637,2.253073542,0.105509685,2.359842633,7.89147409,1.279177785,10.76226425,1.50E+07,2.03E+05,1.42E+05,1.07E+05,1.12E+05,1.56E+04,1.02E+05,4.79E+04,5.92E+04,9.50E+02,5.14E+04,6.01E+04,9.22E+02,4.27E+04,6.00E+04,9.43E+02
1052,6.869635183,1.772468147,0.052613471,1.861103202,9.498207386,1.301763892,12.52697182,4.71E+06,1.92E+05,6.72E+04,7.11E+04,7.25E+04,8.96E+03,6.97E+04,2.73E+04,5.67E+04,7.58E+02,2.74E+04,5.65E+04,7.66E+02,2.69E+04,5.66E+04,7.94E+02
1053,13.22624511,1.479228102,0.162552944,2.815111005,10.04220898,1.122805834,14.29167557,1.50E+07,1.40E+05,6.77E+04,7.13E+04,7.29E+04,1.03E+04,6.84E+04,3.09E+04,5.81E+04,9.76E+02,3.26E+04,5.79E+04,9.83E+02,3.08E+04,5.81E+04,9.63E+02
1054,9.780749718,1.468570534,0.206702324,2.782130729,11.52723575,1.160176158,-13.83981323,1.06E+07,1.42E+05,5.65E+04,6.74E+04,8.34E+04,9.06E+03,6.56E+04,2.95E+04,5.82E+04,1.02E+03,2.78E+04,5.82E+04,1.03E+03,2.99E+04,5.80E+04,1.03E+03
1055,20.71911681,2.789162331,0.104142972,4.213118284,12.36579212,1.178140163,-12.07510662,1.50E+07,2.42E+05,1.80E+05,1.22E+05,1.36E+05,1.63E+04,1.18E+05,6.76E+04,6.19E+04,8.94E+02,6.42E+04,6.28E+04,9.22E+02,6.76E+04,6.21E+04,9.05E+02
1056,4.248475164,0.757351109,-0.111320572,3.18666027,8.295932848,1.191472173,-10.31040096,9.53E+05,1.05E+05,2.32E+04,2.78E+04,3.02E+04,3.04E+03,2.73E+04,1.76E+04,5.36E+04,4.13E+02,1.34E+04,5.36E+04,4.16E+02,1.74E+04,5.36E+04,4.18E+02
1057,10.35546434,1.583599646,0.108275082,1.379868758,5.539322908,1.202752113,-8.545694351,1.28E+07,1.60E+05,6.32E+04,7.77E+04,9.09E+04,1.05E+04,7.53E+04,3.09E+04,5.75E+04,1.11E+03,3.17E+04,5.74E+04,1.13E+03,3.26E+04,5.78E+04,1.12E+03
1058,7.415070717,1.456644621,0.144346738,1.613686802,6.949313818,1.212991357,-6.780988693,5.33E+06,1.47E+05,6.61E+04,5.52E+04,6.42E+04,6.78E+03,5.43E+04,2.45E+04,5.55E+04,7.34E+02,2.45E+04,5.53E+04,7.25E+02,2.57E+04,5.55E+04,7.31E+02
1059,14.05120585,1.858045537,0.221801869,2.625774883,7.618269538,1.222745895,-5.016283035,1.50E+07,1.68E+05,9.13E+04,8.79E+04,9.95E+04,1.23E+04,8.47E+04,5.02E+04,6.12E+04,9.20E+02,5.05E+04,6.14E+04,9.42E+02,5.11E+04,6.15E+04,9.54E+02
1060,5.93135601,1.168596357,-0.14633001,2.124386558,8.82620882,1.232414603,-3.251577377,3.17E+06,1.38E+05,4.37E+04,4.76E+04,4.90E+04,5.69E+03,4.68E+04,2.15E+04,5.33E+04,5.89E+02,2.08E+04,5.34E+04,5.85E+02,2.23E+04,5.32E+04,5.92E+02
1061,12.02102138,2.04432173,0.087469928,3.052535915,9.294952809,1.242371678,-1.486871719,1.50E+07,2.04E+05,9.36E+04,9.44E+04,1.11E+05,1.39E+04,9.39E+04,4.87E+04,6.03E+04,1.11E+03,4.37E+04,6.02E+04,1.10E+03,5.01E+04,5.99E+04,1.09E+03
1062,8.85696442,1.152241182,0.104262926,3.108402044,10.37029741,1.253077745,0.277833939,9.25E+06,1.15E+05,5.37E+04,5.56E+04,5.84E+04,7.45E+03,5.43E+04,2.26E+04,5.61E+04,9.49E+02,2.35E+04,5.60E+04,9.41E+02,2.15E+04,5.60E+04,9.53E+02
1063,17.02176037,2.250411411,0.192432406,4.455288953,10.86527369,1.265271306,2.042541504,1.50E+07,1.85E+05,1.27E+05,1.09E+05,1.13E+05,1.49E+04,1.05E+05,5.27E+04,6.26E+04,8.82E+02,5.27E+04,6.21E+04,8.73E+02,5.51E+04,6.23E+04,8.59E+02
1064,5.130999715,1.164347973,0.306921803,1.015667073,8.972860002,1.280531526,3.807247162,1.94E+06,1.35E+05,4.60E+04,5.14E+04,5.43E+04,6.79E+03,5.06E+04,2.20E+04,5.49E+04,5.16E+02,2.12E+04,5.49E+04,5.13E+02,2.15E+04,5.48E+04,5.14E+02
1065,11.15842965,1.505818202,0.027906494,2.033403929,10.09855092,1.304268837,5.57195282,1.49E+07,1.63E+05,8.18E+04,7.81E+04,8.17E+04,1.16E+04,7.53E+04,3.88E+04,5.78E+04,1.17E+03,3.08E+04,5.77E+04,1.16E+03,3.09E+04,5.75E+04,1.16E+03
1066,8.134771491,1.366424135,0.046132797,2.079621353,13.0474994,1.12817204,7.336658478,6.65E+06,1.17E+05,4.63E+04,5.39E+04,5.39E+04,6.46E+03,5.08E+04,2.61E+04,5.56E+04,7.98E+02,2.64E+04,5.57E+04,8.02E+02,1.89E+04,5.55E+04,8.02E+02
1067,15.34260634,2.320633296,0.159025763,3.115894765,6.739290914,1.161857843,9.101364136,1.50E+07,2.27E+05,1.23E+05,1.13E+05,1.19E+05,1.65E+04,1.09E+05,5.00E+04,6.08E+04,9.58E+02,5.33E+04,6.11E+04,1.05E+03,5.17E+04,6.15E+04,9.59E+02
1068,6.685602803,1.103805075,0.175941704,2.569268581,7.984634833,1.179278612,10.86606979,3.85E+06,1.38E+05,4.81E+04,4.01E+04,3.99E+04,6.19E+03,3.94E+04,2.04E+04,5.45E+04,5.86E+02,1.90E+04,5.48E+04,5.98E+02,1.95E+04,5.48E+04,5.93E+02
