id,U[m/s],SigmaU[m/s],Alpha,Hs[m],Tp[s],Density[kg/m3],Yaw[deg],Ch 8 Electrical power [W] Mean,Ch 17 Tower base moment Mx[kNm] SeqM3,Ch 18 Tower base moment My[kNm] SeqM3,Ch 19 Tower base moment Mz[kNm] SeqM3,Ch 23 Tower top moment Mx[kNm] SeqM3,Ch 24 Tower top moment My[kNm] SeqM3,Ch 25 Tower top moment Mz[kNm] SeqM3,Ch 27 Blade1 root moment Mx[kNm] SeqM10,Ch 28 Blade1 root moment My[kNm] SeqM10,Ch 29 Blade1 root moment Mz[kNm] SeqM10,Ch 30 Blade2 root moment Mx[kNm] SeqM10,Ch 31 Blade2 root moment My[kNm] SeqM10,Ch 32 Blade2 root moment Mz[kNm] SeqM10,Ch 33 Blade3 root moment Mx[kNm] SeqM10,Ch 34 Blade3 root moment My[kNm] SeqM10,Ch 35 Blade3 root moment Mz[kNm] SeqM10
2494,10.03876883,1.524099548,0.288625456,2.319930828,9.976892511,1.289048672,7.263381958,1.26E+07,1.41E+05,6.63E+04,8.59E+04,9.31E+04,1.28E+04,8.33E+04,3.92E+04,6.02E+04,1.17E+03,4.16E+04,6.03E+04,1.18E+03,4.22E+04,6.01E+04,1.17E+03
2495,22.99330221,3.061934291,0.151195461,3.931084367,10.13208136,1.324606419,9.028089523,1.50E+07,2.75E+05,2.69E+05,1.61E+05,1.62E+05,2.18E+04,1.56E+05,5.93E+04,6.78E+04,1.08E+03,5.94E+04,6.89E+04,1.06E+03,6.00E+04,6.89E+04,1.14E+03
2496,4.215223277,0.792835252,-0.021890141,2.379900181,13.96888207,1.147119045,10.79279327,9.23E+05,7.80E+04,2.52E+04,3.11E+04,3.28E+04,3.23E+03,3.04E+04,1.14E+04,5.35E+04,4.03E+02,1.17E+04,5.36E+04,4.08E+02,1.15E+04,5.36E+04,4.13E+02
2497,10.32806872,1.608438742,0.141837743,3.385260121,7.604316897,1.170210361,12.55750275,1.17E+07,1.45E+05,6.16E+04,7.60E+04,7.40E+04,1.20E+04,7.39E+04,2.98E+04,5.81E+04,1.08E+03,2.98E+04,5.78E+04,1.08E+03,2.95E+04,5.79E+04,1.08E+03
2498,7.389668346,1.501045931,0.201589864,4.048382363,9.441574331,1.185284615,14.3222065,4.90E+06,1.71E+05,5.18E+04,6.01E+04,5.64E+04,7.66E+03,5.95E+04,2.78E+04,5.57E+04,7.02E+02,2.90E+04,5.61E+04,7.09E+02,2.78E+04,5.57E+04,7.06E+02
2499,14.01027124,1.886278973,0.374164204,0.856240198,3.884298025,1.197393775,-13.80928135,1.50E+07,1.79E+05,1.42E+05,9.12E+04,1.04E+05,1.35E+04,8.83E+04,6.09E+04,6.26E+04,9.37E+02,6.14E+04,6.30E+04,9.48E+02,6.09E+04,6.25E+04,9.71E+02
2500,5.904154441,1.195127199,-0.44259535,1.244354505,7.00330531,1.208056569,-12.04457569,3.34E+06,1.18E+05,4.67E+04,5.13E+04,4.88E+04,5.57E+03,5.02E+04,2.91E+04,5.27E+04,5.78E+02,3.46E+04,5.28E+04,5.79E+02,2.92E+04,5.28E+04,5.80E+02
2501,11.98941318,2.135169035,0.060777687,2.234381372,7.748235813,1.217993379,-10.27986908,1.49E+07,2.29E+05,9.45E+04,1.12E+05,1.28E+05,1.56E+04,1.09E+05,4.51E+04,6.04E+04,1.18E+03,4.56E+04,6.05E+04,1.16E+03,4.49E+04,6.04E+04,1.18E+03
2502,8.831405218,1.218814023,0.07537958,2.249901371,8.782043818,1.227658391,-8.515163422,8.51E+06,9.18E+04,4.57E+04,5.23E+04,5.38E+04,6.09E+03,5.11E+04,2.72E+04,5.66E+04,8.99E+02,2.29E+04,5.67E+04,8.93E+02,2.64E+04,5.66E+04,9.05E+02
2503,16.95225236,2.271364998,0.176215534,3.375479252,9.152169905,1.237424612,-6.750457764,1.50E+07,1.96E+05,1.29E+05,1.02E+05,1.17E+05,1.45E+04,1.02E+05,5.46E+04,6.15E+04,8.53E+02,5.48E+04,6.15E+04,8.39E+02,5.43E+04,6.10E+04,8.45E+02
2504,5.101649388,1.199138925,0.221269974,2.527589966,10.86307843,1.247694612,-4.985752106,1.82E+06,1.09E+05,3.70E+04,4.38E+04,4.77E+04,5.58E+03,4.31E+04,1.83E+04,5.48E+04,4.90E+02,1.89E+04,5.49E+04,4.99E+02,1.91E+04,5.49E+04,4.93E+02
2505,11.12931918,1.540781965,-0.031943022,3.544323691,11.42021411,1.259034991,-3.221046448,1.46E+07,1.54E+05,6.30E+04,7.44E+04,8.49E+04,1.05E+04,7.19E+04,3.46E+04,5.75E+04,1.13E+03,2.90E+04,5.76E+04,1.14E+03,3.43E+04,5.75E+04,1.14E+03
2506,8.109494755,1.391689655,0.009598368,0.809292515,8.026517,1.272489905,-1.456339836,7.20E+06,1.52E+05,6.38E+04,5.69E+04,6.59E+04,8.14E+03,5.56E+04,2.48E+04,5.66E+04,8.59E+02,2.57E+04,5.63E+04,8.65E+02,2.45E+04,5.64E+04,8.68E+02
2507,15.29215511,2.368274865,0.142345752,2.198974124,10.71559603,1.290771008,0.308366776,1.50E+07,2.00E+05,1.66E+05,1.09E+05,1.19E+05,1.65E+04,1.04E+05,5.00E+04,6.18E+04,9.09E+02,4.96E+04,6.18E+04,9.54E+02,5.01E+04,6.21E+04,8.89E+02
2508,6.659607335,1.130486286,0.133193234,1.756491792,6.207510445,1.330695748,2.073072433,4.12E+06,1.65E+05,4.80E+04,4.69E+04,5.59E+04,6.12E+03,4.62E+04,2.00E+04,5.45E+04,6.62E+02,2.06E+04,5.43E+04,6.62E+02,1.92E+04,5.46E+04,6.56E+02
2509,12.93537225,1.959771035,0.214563701,2.707260947,7.115212118,1.149522424,3.837778091,1.50E+07,1.91E+05,1.07E+05,9.66E+04,1.05E+05,1.38E+04,9.35E+04,4.45E+04,6.05E+04,1.03E+03,4.57E+04,6.00E+04,1.02E+03,5.30E+04,6.05E+04,1.02E+03
2510,9.56688361,2.040557934,-0.035242622,2.679381567,8.086098351,1.171542764,5.602483749,1.09E+07,2.40E+05,7.64E+04,8.71E+04,9.05E+04,1.61E+04,8.67E+04,4.39E+04,5.72E+04,1.11E+03,3.09E+04,5.71E+04,1.13E+03,3.02E+04,5.73E+04,1.11E+03
2511,19.53386414,2.125708489,0.143906114,4.003900097,8.498646678,1.186293244,7.367189407,1.50E+07,1.79E+05,1.19E+05,1.03E+05,1.04E+05,1.47E+04,9.99E+04,4.45E+04,6.10E+04,8.01E+02,4.24E+04,6.06E+04,7.98E+02,4.40E+04,6.09E+04,8.15E+02
2512,4.672309075,0.928137118,0.037618809,3.032581918,10.20494768,1.198253393,9.131895065,1.34E+06,1.12E+05,2.88E+04,3.59E+04,3.59E+04,4.99E+03,3.53E+04,1.49E+04,5.38E+04,4.63E+02,1.45E+04,5.39E+04,4.55E+02,1.46E+04,5.40E+04,4.54E+02
2513,10.72264915,1.735295123,0.16471946,1.189227453,6.443696735,1.208839893,10.89660072,1.38E+07,1.67E+05,8.02E+04,9.29E+04,9.79E+04,1.41E+04,8.94E+04,3.95E+04,6.07E+04,1.19E+03,4.01E+04,6.05E+04,1.18E+03,3.78E+04,6.06E+04,1.18E+03
2514,7.750052161,1.120587031,0.244636499,1.543142005,8.310538876,1.218741536,12.66130638,5.41E+06,1.18E+05,5.27E+04,4.33E+04,4.51E+04,5.42E+03,4.23E+04,2.33E+04,5.65E+04,6.90E+02,2.31E+04,5.63E+04,6.85E+02,2.29E+04,5.64E+04,6.92E+02
2515,14.61806394,2.033386615,0.068095704,2.596702002,8.951979975,1.228401303,14.42601204,1.50E+07,1.84E+05,1.31E+05,1.11E+05,1.09E+05,1.61E+04,1.07E+05,4.01E+04,6.01E+04,9.71E+02,4.19E+04,5.96E+04,9.93E+02,3.99E+04,5.99E+04,9.85E+02
2516,6.286193079,1.336895986,-5.67E-05,2.081994535,10.6382801,1.238191009,-13.70547485,3.44E+06,1.51E+05,4.51E+04,5.01E+04,5.91E+04,5.78E+03,4.93E+04,2.03E+04,5.39E+04,6.12E+02,2.01E+04,5.41E+04,6.17E+02,2.01E+04,5.41E+04,6.18E+02
2517,12.44948243,1.689472096,0.1381944,3.013652887,11.31844997,1.248519778,-11.9407692,1.50E+07,1.81E+05,1.02E+05,8.81E+04,9.30E+04,1.20E+04,8.54E+04,4.15E+04,5.94E+04,1.07E+03,4.21E+04,5.95E+04,1.07E+03,3.66E+04,5.96E+04,1.05E+03
2518,9.196722076,1.51509565,0.171047395,3.037768983,14.13970439,1.259976029,-10.17606354,1.03E+07,1.29E+05,5.24E+04,6.39E+04,7.21E+04,8.83E+03,6.21E+04,2.57E+04,5.71E+04,1.07E+03,2.77E+04,5.68E+04,1.05E+03,2.56E+04,5.71E+04,1.07E+03
2519,18.05412044,2.676533963,0.244922259,4.367562065,7.825616769,1.273667336,-8.41135788,1.50E+07,2.71E+05,1.60E+05,1.24E+05,1.49E+05,1.80E+04,1.19E+05,6.85E+04,6.44E+04,9.84E+02,6.93E+04,6.38E+04,9.59E+02,6.61E+04,6.37E+04,9.33E+02
2520,5.510563636,0.809188258,-0.117325057,0.8895564,5.663452146,1.292575121,-6.646651268,2.51E+06,1.02E+05,3.25E+04,3.19E+04,3.49E+04,3.62E+03,3.13E+04,1.46E+04,5.32E+04,5.49E+02,1.66E+04,5.32E+04,5.45E+02,1.48E+04,5.33E+04,5.49E+02
2521,11.55057895,1.673626301,0.096574917,1.968894595,6.757356526,1.338932037,-4.881944656,1.50E+07,1.97E+05,1.01E+05,8.56E+04,1.04E+05,1.26E+04,8.26E+04,5.00E+04,5.98E+04,1.15E+03,4.10E+04,5.98E+04,1.14E+03,5.23E+04,5.94E+04,1.14E+03
2522,8.469470532,1.518676861,0.11821756,2.031347566,7.829510588,1.151763082,-3.117238998,7.08E+06,1.49E+05,5.67E+04,6.32E+04,6.60E+04,8.72E+03,6.18E+04,2.66E+04,5.69E+04,8.26E+02,2.62E+04,5.72E+04,8.47E+02,2.61E+04,5.70E+04,8.44E+02
2523,16.05677669,2.019215427,0.200544159,3.109648379,8.315152777,1.172838211,-1.35253334,1.50E+07,1.81E+05,1.14E+05,9.24E+04,1.08E+05,1.34E+04,8.90E+04,4.95E+04,6.12E+04,8.45E+02,4.64E+04,6.09E+04,8.18E+02,4.87E+04,6.10E+04,8.48E+02
2524,7.02676761,1.248746593,0.334863168,2.517540328,9.594485988,1.187286258,0.412171364,4.91E+06,1.32E+05,3.87E+04,3.96E+04,4.17E+04,4.54E+03,3.88E+04,2.28E+04,5.56E+04,6.84E+02,2.29E+04,5.58E+04,6.89E+02,2.27E+04,5.60E+04,6.79E+02
2525,13.45300845,2.121638865,-0.034268387,3.510360113,10.03861261,1.199105263,2.176879883,1.50E+07,1.95E+05,1.01E+05,1.09E+05,1.14E+05,1.51E+04,1.06E+05,3.64E+04,5.89E+04,1.06E+03,3.65E+04,5.92E+04,1.02E+03,3.78E+04,5.90E+04,1.03E+03
2526,9.943438396,1.446890812,0.032775998,3.710677549,11.37741972,1.209619403,3.941585541,1.17E+07,1.22E+05,6.02E+04,7.50E+04,7.64E+04,9.97E+03,7.26E+04,3.12E+04,5.71E+04,1.11E+03,2.76E+04,5.71E+04,1.10E+03,2.72E+04,5.70E+04,1.10E+03
2527,21.97008253,2.881121779,0.173450628,2.469925305,7.59153178,1.219488263,5.706291199,1.50E+07,2.43E+05,2.00E+05,1.34E+05,1.44E+05,1.83E+04,1.30E+05,5.77E+04,6.29E+04,9.48E+02,5.75E+04,6.30E+04,9.38E+02,5.78E+04,6.33E+04,9.10E+02
2528,4.447817204,1.30895643,0.105709744,1.340889224,10.86702581,1.22914505,7.470996857,1.21E+06,1.32E+05,4.52E+04,5.00E+04,4.92E+04,5.81E+03,4.92E+04,2.04E+04,5.46E+04,4.82E+02,2.05E+04,5.47E+04,4.72E+02,2.04E+04,5.47E+04,4.79E+02
2529,10.52398907,1.374237611,0.20228862,2.283447867,13.30394465,1.238960505,9.235702515,1.36E+07,1.26E+05,5.67E+04,7.09E+04,7.37E+04,1.09E+04,6.81E+04,3.83E+04,5.92E+04,1.13E+03,3.93E+04,5.92E+04,1.12E+03,3.72E+04,5.94E+04,1.13E+03
2530,7.570073327,1.270918618,-0.12808142,2.299787791,6.93530279,1.249351382,11.00040817,6.33E+06,1.41E+05,4.43E+04,5.11E+04,4.67E+04,5.88E+03,5.04E+04,2.63E+04,5.50E+04,7.90E+02,2.28E+04,5.49E+04,7.88E+02,2.25E+04,5.51E+04,7.90E+02
2531,14.30701021,2.15813981,0.098843478,3.291250179,7.732101629,1.260929585,12.76511383,1.50E+07,2.09E+05,1.20E+05,1.20E+05,1.13E+05,1.75E+04,1.15E+05,4.54E+04,6.17E+04,1.00E+03,4.06E+04,6.16E+04,1.03E+03,4.51E+04,6.14E+04,1.02E+03
2532,6.096419338,0.999743533,0.050167,2.857780669,8.971319401,1.274872541,14.52981949,3.28E+06,1.10E+05,3.60E+04,3.82E+04,3.66E+04,4.31E+03,3.76E+04,1.56E+04,5.37E+04,5.72E+02,1.58E+04,5.36E+04,5.75E+02,1.27E+04,5.35E+04,5.74E+02
2533,12.21653252,1.816054784,0.163627397,4.04319088,9.74517768,1.29447186,-13.60166931,1.47E+07,2.09E+05,8.82E+04,8.21E+04,9.33E+04,1.09E+04,7.98E+04,3.96E+04,5.97E+04,1.14E+03,4.18E+04,5.93E+04,1.12E+03,4.07E+04,5.93E+04,1.12E+03
2534,9.013550724,1.687729334,0.220132273,1.376122794,6.993596611,1.352368236,-11.8369627,1.02E+07,1.53E+05,5.99E+04,7.83E+04,9.34E+04,1.07E+04,7.62E+04,3.86E+04,6.02E+04,1.09E+03,3.74E+04,6.00E+04,1.09E+03,3.71E+04,6.04E+04,1.08E+03
2535,17.47023094,2.259265504,0.086724187,2.667361082,7.78060701,1.069655895,-10.07225704,1.50E+07,2.04E+05,1.26E+05,1.06E+05,1.20E+05,1.46E+04,1.02E+05,5.02E+04,6.14E+04,8.72E+02,4.84E+04,6.18E+04,8.78E+02,4.84E+04,6.17E+04,8.59E+02
2536,5.308301996,1.140424812,-0.045749457,1.80631313,9.433638504,1.154022217,-8.30755043,2.12E+06,1.46E+05,3.46E+04,4.14E+04,4.75E+04,5.49E+03,4.07E+04,1.94E+04,5.30E+04,5.26E+02,1.84E+04,5.28E+04,5.27E+02,1.87E+04,5.31E+04,5.28E+02
2537,11.33795199,2.113563364,0.123307402,2.723408313,9.929020884,1.17419517,-6.542844772,1.43E+07,2.34E+05,1.04E+05,1.11E+05,1.23E+05,1.52E+04,1.07E+05,4.48E+04,5.93E+04,1.20E+03,4.43E+04,5.98E+04,1.22E+03,3.96E+04,5.94E+04,1.20E+03
2538,8.289326305,1.03748056,0.157689107,2.739744924,11.21654602,1.188339472,-4.778139114,6.85E+06,1.21E+05,4.05E+04,4.44E+04,5.41E+04,7.05E+03,4.35E+04,2.09E+04,5.59E+04,7.81E+02,2.07E+04,5.59E+04,7.76E+02,2.09E+04,5.57E+04,7.76E+02
2539,15.66114361,2.094535727,0.232176803,3.84429061,11.84609271,1.200014234,-3.013433456,1.50E+07,1.94E+05,1.18E+05,1.01E+05,1.18E+05,1.47E+04,9.76E+04,5.77E+04,6.21E+04,8.79E+02,5.45E+04,6.23E+04,8.57E+02,5.55E+04,6.20E+04,8.68E+02
2540,6.843837627,1.331599783,-0.083828319,3.75827121,17.92247072,1.210454583,-1.248727798,4.52E+06,1.52E+05,4.61E+04,4.80E+04,5.64E+04,6.43E+03,4.73E+04,2.08E+04,5.40E+04,6.64E+02,2.09E+04,5.41E+04,6.64E+02,2.05E+04,5.39E+04,6.64E+02
2541,13.18978514,1.699299345,0.105487596,1.844873029,4.309979755,1.220291138,0.515977859,1.50E+07,1.78E+05,8.63E+04,8.40E+04,9.55E+04,1.23E+04,8.10E+04,4.16E+04,5.95E+04,1.00E+03,3.80E+04,5.95E+04,1.00E+03,3.98E+04,5.93E+04,9.69E+02
2542,9.754260884,1.525838371,0.119969049,1.961707259,6.198238015,1.229946971,2.280685425,1.15E+07,1.24E+05,5.53E+04,7.52E+04,7.75E+04,9.78E+03,7.31E+04,2.88E+04,5.84E+04,1.11E+03,4.25E+04,5.85E+04,1.10E+03,4.10E+04,5.82E+04,1.11E+03
2543,20.55086213,2.849047569,0.207728905,3.381090871,6.944616933,1.239792824,4.045389175,1.50E+07,2.56E+05,2.14E+05,1.37E+05,1.43E+05,1.96E+04,1.33E+05,6.63E+04,6.46E+04,9.55E+02,6.22E+04,6.35E+04,1.02E+03,6.42E+04,6.43E+04,9.61E+02
2544,4.88992336,0.901238759,0.352381764,2.118571309,8.300185811,1.250254631,5.810096741,1.73E+06,1.18E+05,3.09E+04,3.64E+04,4.21E+04,4.30E+03,3.59E+04,1.92E+04,5.43E+04,4.79E+02,1.94E+04,5.43E+04,4.85E+02,1.90E+04,5.43E+04,4.85E+02
2545,10.92432606,1.704091194,0.034803323,3.050587185,8.841679803,1.261971354,7.574802399,1.41E+07,1.54E+05,6.41E+04,8.27E+04,8.96E+04,1.13E+04,7.97E+04,2.93E+04,5.85E+04,1.13E+03,2.94E+04,5.86E+04,1.14E+03,3.02E+04,5.84E+04,1.12E+03
2546,7.929797248,1.631574504,0.052125751,3.167699409,9.89843245,1.276203632,9.339508057,6.93E+06,1.55E+05,6.40E+04,7.35E+04,7.40E+04,9.06E+03,7.20E+04,2.48E+04,5.61E+04,8.88E+02,2.58E+04,5.65E+04,8.86E+02,2.51E+04,5.64E+04,8.70E+02
2547,14.94556784,1.803059927,0.161666978,4.717967603,10.80018411,1.296633005,11.10421371,1.50E+07,1.70E+05,1.20E+05,9.46E+04,9.89E+04,1.41E+04,9.13E+04,3.70E+04,5.96E+04,9.05E+02,4.12E+04,5.93E+04,8.74E+02,4.22E+04,5.94E+04,8.91E+02
2548,6.473820003,1.142907815,0.190125946,0.472335094,6.068701417,1.101780891,12.86892128,3.38E+06,1.12E+05,4.04E+04,4.27E+04,4.42E+04,4.93E+03,4.20E+04,1.88E+04,5.55E+04,5.62E+02,1.81E+04,5.55E+04,5.60E+02,1.84E+04,5.55E+04,5.59E+02
2549,12.68886553,1.971983072,0.282981965,1.887379343,8.304545023,1.155997515,14.63362503,1.49E+07,1.90E+05,1.12E+05,9.84E+04,9.60E+04,1.39E+04,9.50E+04,4.43E+04,5.99E+04,1.11E+03,4.91E+04,5.98E+04,1.09E+03,4.42E+04,5.97E+04,1.09E+03
2550,9.381102981,1.328057927,-0.116285446,1.983550961,9.891992564,1.175422549,-13.49786282,1.00E+07,1.36E+05,4.68E+04,5.87E+04,6.78E+04,8.03E+03,5.75E+04,3.22E+04,5.44E+04,1.03E+03,3.44E+04,5.43E+04,1.02E+03,3.20E+04,5.44E+04,1.03E+03
2551,18.72822322,2.490549959,0.128119001,3.250506299,10.51009795,1.189302921,-11.73315716,1.50E+07,2.10E+05,1.82E+05,1.18E+05,1.31E+05,1.70E+04,1.15E+05,6.45E+04,6.34E+04,8.94E+02,6.34E+04,6.37E+04,8.57E+02,6.32E+04,6.31E+04,8.56E+02
2552,5.709014444,1.31612977,0.028716398,2.252863216,6.115383147,1.200850964,-9.9684515,2.58E+06,1.75E+05,4.83E+04,4.91E+04,5.79E+04,6.10E+03,4.98E+04,1.97E+04,5.43E+04,5.59E+02,2.00E+04,5.44E+04,5.60E+02,1.95E+04,5.43E+04,5.60E+02
2553,11.7675878,1.645710836,0.154303808,3.191557311,7.542233006,1.211226583,-8.203744888,1.50E+07,1.73E+05,8.38E+04,7.88E+04,9.33E+04,1.18E+04,7.64E+04,3.77E+04,5.91E+04,1.10E+03,3.79E+04,5.91E+04,1.08E+03,3.77E+04,5.91E+04,1.09E+03
2554,8.650104526,1.482441761,0.206494839,3.321849725,8.720204399,1.22103548,-6.43903923,8.09E+06,1.47E+05,5.57E+04,6.50E+04,6.86E+04,9.10E+03,6.37E+04,3.33E+04,5.66E+04,9.50E+02,3.18E+04,5.65E+04,9.58E+02,3.30E+04,5.61E+04,9.55E+02
2555,16.4846324,2.586312842,0.062886717,1.499713986,5.018393743,1.230692863,-4.674332619,1.50E+07,2.36E+05,1.57E+05,1.26E+05,1.37E+05,1.73E+04,1.21E+05,5.04E+04,6.18E+04,9.36E+02,4.64E+04,6.25E+04,9.46E+02,4.67E+04,6.24E+04,9.24E+02
2556,7.208636695,1.042419916,-0.004588287,1.438998335,7.235435893,1.240569472,-2.909626961,5.27E+06,1.09E+05,4.09E+04,4.15E+04,4.30E+04,4.71E+03,4.07E+04,1.58E+04,5.41E+04,7.01E+02,1.58E+04,5.40E+04,7.01E+02,1.65E+04,5.43E+04,7.05E+02
2557,13.72609097,1.927315381,0.134681866,2.465070504,7.924154312,1.251100779,-1.144921303,1.50E+07,2.00E+05,1.22E+05,9.80E+04,1.08E+05,1.39E+04,9.12E+04,4.30E+04,6.04E+04,9.78E+02,4.52E+04,6.10E+04,9.67E+02,4.68E+04,6.06E+04,9.59E+02
2558,10.13463181,1.726349727,0.155771371,2.431913568,8.963649782,1.262953281,0.619785309,1.27E+07,1.77E+05,7.54E+04,9.05E+04,8.70E+04,1.33E+04,8.77E+04,4.08E+04,5.91E+04,1.17E+03,4.26E+04,5.90E+04,1.17E+03,3.77E+04,5.90E+04,1.18E+03
2559,24.52492183,2.94286091,0.237127525,4.184446338,9.00748131,1.277472973,2.384490967,1.50E+07,2.69E+05,2.60E+05,1.57E+05,1.58E+05,2.15E+04,1.46E+05,7.45E+04,6.52E+04,1.19E+03,7.69E+04,6.56E+04,1.31E+03,7.27E+04,6.50E+04,1.19E+03
2560,4.019218629,0.952073434,-0.288335319,2.485428021,11.31487408,1.29876709,4.149196625,9.84E+05,1.35E+05,3.33E+04,4.01E+04,4.61E+04,4.31E+03,3.95E+04,2.25E+04,5.35E+04,4.61E+02,2.26E+04,5.35E+04,4.59E+02,2.22E+04,5.35E+04,4.63E+02
2561,10.17072376,1.821920205,0.063786621,3.546709045,11.92841142,1.113357902,5.913902283,1.18E+07,1.99E+05,7.74E+04,8.73E+04,9.20E+04,1.46E+04,8.46E+04,2.98E+04,5.64E+04,1.11E+03,3.49E+04,5.64E+04,1.12E+03,3.35E+04,5.64E+04,1.11E+03
2562,7.242637085,1.187974316,0.085297333,0.928555698,9.235328636,1.15787065,7.678607941,4.75E+06,1.37E+05,5.00E+04,4.40E+04,4.84E+04,5.41E+03,4.31E+04,1.67E+04,5.49E+04,6.69E+02,2.27E+04,5.48E+04,6.66E+02,1.63E+04,5.47E+04,6.69E+02
2563,13.77849079,2.044222778,0.180326312,2.130872341,5.047967659,1.176620722,9.443313599,1.50E+07,2.10E+05,9.94E+04,1.11E+05,1.13E+05,1.53E+04,1.08E+05,4.43E+04,6.07E+04,9.79E+02,4.20E+04,6.12E+04,9.51E+02,4.67E+04,6.18E+04,9.93E+02
2564,5.745841508,1.596171285,0.286234692,1.719893395,6.651690366,1.190253377,11.20801926,2.59E+06,1.99E+05,6.17E+04,6.20E+04,6.21E+04,8.21E+03,6.04E+04,2.89E+04,5.53E+04,5.86E+02,2.82E+04,5.53E+04,5.94E+02,2.70E+04,5.50E+04,5.82E+02
2565,11.80880102,1.432052465,0.036732332,2.644704751,7.430715436,1.201681018,12.97272491,1.48E+07,1.63E+05,6.46E+04,6.90E+04,7.10E+04,1.01E+04,6.71E+04,2.90E+04,5.80E+04,1.09E+03,2.77E+04,5.79E+04,1.09E+03,3.23E+04,5.78E+04,1.09E+03
2566,8.68404235,1.364853885,0.053858049,2.643209272,8.386488286,1.211995244,14.73743057,7.92E+06,1.26E+05,5.70E+04,5.89E+04,6.23E+04,7.60E+03,5.74E+04,2.26E+04,5.63E+04,8.84E+02,2.19E+04,5.63E+04,8.93E+02,2.15E+04,5.63E+04,8.95E+02
2567,16.56901243,2.366137036,0.164711121,3.769778979,8.847465752,1.221779108,-13.39405632,1.50E+07,2.23E+05,1.47E+05,1.11E+05,1.31E+05,1.57E+04,1.11E+05,5.93E+04,6.28E+04,9.02E+02,5.45E+04,6.27E+04,9.13E+02,6.13E+04,6.34E+04,9.10E+02
2568,4.930043938,0.845793222,0.181189116,3.170844245,10.51087267,1.231439948,-11.62935066,1.66E+06,1.05E+05,2.84E+04,3.13E+04,3.66E+04,3.77E+03,3.08E+04,1.40E+04,5.39E+04,4.76E+02,1.34E+04,5.39E+04,4.71E+02,1.35E+04,5.40E+04,4.69E+02
2569,10.96250078,1.659533311,0.262493894,1.363072138,6.933726439,1.241349816,-9.864645004,1.44E+07,1.69E+05,7.90E+04,8.29E+04,9.52E+04,1.24E+04,8.02E+04,4.08E+04,6.10E+04,1.16E+03,3.84E+04,6.06E+04,1.15E+03,4.05E+04,6.07E+04,1.14E+03
2570,7.9634887,1.533343244,-0.021664827,1.630975637,8.621311562,1.251954436,-8.099938393,6.44E+06,1.43E+05,5.26E+04,5.15E+04,6.27E+04,6.38E+03,5.07E+04,2.01E+04,5.41E+04,8.84E+02,1.97E+04,5.41E+04,8.79E+02,1.96E+04,5.42E+04,8.87E+02
2571,15.00900958,1.973035153,0.129531612,2.691489609,9.233094464,1.263950109,-6.335232735,1.50E+07,1.90E+05,1.16E+05,1.01E+05,1.17E+05,1.40E+04,9.75E+04,4.77E+04,6.19E+04,8.98E+02,4.76E+04,6.11E+04,8.98E+02,5.00E+04,6.13E+04,9.00E+02
2572,6.508786117,1.242369917,0.106787748,2.154857724,11.04216584,1.278777003,-4.570527077,3.88E+06,1.66E+05,4.79E+04,5.34E+04,5.67E+04,6.90E+03,5.24E+04,2.00E+04,5.47E+04,6.26E+02,1.91E+04,5.47E+04,6.35E+02,1.95E+04,5.45E+04,6.32E+02
2573,12.73452247,2.151986235,0.195818803,3.094503326,11.92038654,1.301044703,-2.805821419,1.50E+07,2.18E+05,1.46E+05,1.07E+05,1.20E+05,1.57E+04,1.04E+05,5.01E+04,6.22E+04,1.11E+03,5.17E+04,6.21E+04,1.12E+03,5.17E+04,6.22E+04,1.10E+03
2574,9.415823673,1.244731578,0.321798211,3.124667408,7.005895475,1.120928049,-1.041115761,9.29E+06,1.51E+05,4.65E+04,4.94E+04,5.44E+04,7.97E+03,4.81E+04,3.37E+04,5.76E+04,9.33E+02,3.41E+04,5.78E+04,9.19E+02,3.38E+04,5.77E+04,9.16E+02
2575,18.86758249,2.456888563,0.066867941,4.556434685,8.217982753,1.159654021,0.723589897,1.50E+07,2.19E+05,1.35E+05,1.19E+05,1.26E+05,1.63E+04,1.15E+05,4.60E+04,6.14E+04,8.46E+02,4.48E+04,6.19E+04,8.69E+02,4.62E+04,6.21E+04,8.62E+02
2576,4.490485952,1.111509657,-0.123845285,0.910729209,6.146926877,1.177791834,2.488298416,1.21E+06,1.30E+05,3.72E+04,4.67E+04,4.90E+04,5.47E+03,4.59E+04,1.92E+04,5.40E+04,4.69E+02,2.03E+04,5.40E+04,4.68E+02,1.90E+04,5.41E+04,4.66E+02
2577,10.56102076,1.460128368,0.101591397,1.939666772,7.075179325,1.191191435,4.253004074,1.39E+07,1.51E+05,5.94E+04,7.27E+04,8.73E+04,1.07E+04,7.02E+04,3.16E+04,5.84E+04,1.14E+03,3.03E+04,5.84E+04,1.16E+03,2.95E+04,5.84E+04,1.16E+03
2578,7.603845993,1.321920766,0.132523723,1.99767982,8.130797036,1.202504754,6.017709732,5.61E+06,1.48E+05,5.20E+04,5.73E+04,5.40E+04,7.19E+03,5.63E+04,2.28E+04,5.62E+04,7.42E+02,2.20E+04,5.62E+04,7.53E+02,2.27E+04,5.59E+04,7.51E+02
